chunk_index,document_name,content,chapter_title,section_title,subsection_title,subsubsection_title,header_path,source_markdown,source_document,source_type,source_pdf,embedding_model,vector_dimensions
128,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5
_(Bắt buộc 3 học phần, tự chọn 9 học phần) — 16 tín chỉ_

---",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,,,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
129,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần bắt buộc > Tư tưởng Hồ Chí Minh
- Mã học phần: 005102
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc
- Học phần tiên quyết: 005105, 005106, 005107",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần bắt buộc,Tư tưởng Hồ Chí Minh,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần bắt buộc > Tư tưởng Hồ Chí Minh,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
130,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần bắt buộc > Thiết kế mạng
- Mã học phần: 123032
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 123002",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần bắt buộc,Thiết kế mạng,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần bắt buộc > Thiết kế mạng,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
131,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần bắt buộc > Kỹ thuật thông tin vô tuyến
- Mã học phần: 125004
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc
- Học phần tiên quyết: 125003, 001205, 001203

---",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần bắt buộc,Kỹ thuật thông tin vô tuyến,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần bắt buộc > Kỹ thuật thông tin vô tuyến,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
132,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn
_(Sinh viên chọn tối thiểu 09 tín chỉ)_",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần tự chọn,,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
133,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Tối ưu hóa
- Mã học phần: 001210
- Số tín chỉ: 2
- Loại học phần: Học phần tự chọn",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần tự chọn,Tối ưu hóa,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Tối ưu hóa,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
134,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Thiết kế cơ sở dữ liệu
- Mã học phần: 121002
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 121000, 122002, 124001",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần tự chọn,Thiết kế cơ sở dữ liệu,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Thiết kế cơ sở dữ liệu,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
135,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Xử lý ảnh và thị giác máy tính
- Mã học phần: 121036
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần tiên quyết: 124001",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần tự chọn,Xử lý ảnh và thị giác máy tính,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Xử lý ảnh và thị giác máy tính,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
136,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Lập trình Java
- Mã học phần: 122036
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 122003, 124001",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần tự chọn,Lập trình Java,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Lập trình Java,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
137,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Kỹ năng làm việc
- Mã học phần: 123016
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần tự chọn,Kỹ năng làm việc,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Kỹ năng làm việc,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
138,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Luật Công nghệ thông tin
- Mã học phần: 124005
- Số tín chỉ: 2
- Loại học phần: Học phần tự chọn",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần tự chọn,Luật Công nghệ thông tin,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Luật Công nghệ thông tin,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
139,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Thương mại điện tử
- Mã học phần: 124006
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần tự chọn,Thương mại điện tử,Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Thương mại điện tử,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
140,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Internet vạn vật (IoT)
- Mã học phần: 124011
- Số tín chỉ: 2
- Loại học phần: Học phần tự chọn
- Học phần học trước: 124001",IV. KẾ HOẠCH HỌC TẬP,Học kỳ 5,Học phần tự chọn,Internet vạn vật (IoT),Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 5 > Học phần tự chọn > Internet vạn vật (IoT),data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
